id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
12918311,Private Room in Ranch Home,21789251,Akila,,Agua Dulce,34.51639605,-118.3244389,Private room,35,2,6,11/9/16,0.66,1,364
15327483,Skyview Ranch 1 Bdrm Apt w/ Fireplace Amazing View,6677802,Susan,,Agua Dulce,34.4969745,-118.3184266,Entire home/apt,105,2,16,2/11/17,3.27,1,312
4496449,Charming home in horse country,1253110,Teri,,Agua Dulce,34.49610746,-118.3390522,Entire home/apt,120,1,44,2/24/17,1.6,2,89
10784388,"""The Egyptian"" at Adobe Horse Ranch",1376880,Deanna,,Agua Dulce,34.50789476,-118.318394,Private room,55,2,8,11/11/16,0.67,2,365
4090410,Vineyard Estate / Agua Dulce Winery,21215660,Steve,,Agua Dulce,34.52052048,-118.3042387,Entire home/apt,750,2,1,8/31/16,0.16,1,363
2387536,Private room in the country.,7197468,Hanni,,Agua Dulce,34.51494976,-118.3061796,Private room,199,1,0,,,1,365
1914160,Peaceful country retreat w/ view.,9928709,Jolli,,Agua Dulce,34.51374497,-118.3571285,Entire home/apt,135,2,15,10/24/16,0.42,1,364
4491403,Private room in horse country home,1253110,Teri,,Agua Dulce,34.49630381,-118.3375643,Private room,55,1,11,10/14/16,0.4,2,363
3413115,A quiet and spacious private room,17208895,Irmgard,,Agua Dulce,34.52366564,-118.29905,Private room,60,1,28,1/18/17,0.86,1,334
262430,"""The Victorian""at Adobe Horse Ranch",1376880,Deanna,,Agua Dulce,34.50805758,-118.3193412,Private room,60,1,60,11/30/16,1.18,2,46
8475318,Quiet & clean room on upper floor,44633512,Li,,Alhambra,34.07020758,-118.1136176,Private room,40,2,20,12/20/16,1.17,3,212
